opec,descripcion,nivel_requerido,titulos_requeridos,experiencia_minima_meses
252337,"DESARROLLAR, PROPENDER Y VERIFICAR EL CUMPLIMIENTO DE LOS MACROPROCESOS Y PROCESOS DEL SISTEMA DE GESTION INTEGRADO DEL INVIMA, QUE PERMITAN CUMPLIR CON LOS REQUISITOS LEGALES Y NORMATIVOS, POLITICAS INSTITUCIONALES Y NECESIDADES DE LAS PARTES INTERESADAS.",PROFESIONAL,,30.0
252338,CUMPLIR CON LOS PROCESOS Y PROCEDIMIENTOS DE LA OFICINA ASESORA JURIDICA CON MIRAS AL CUMPLIMIENTO DE LAS METAS INSTITUCIONALES.,PROFESIONAL,,15.0
252290,"REALIZAR ACTIVIDADES RELACIONADAS CON LA INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA, Y DE APOYO A PROCESOS ADMINISTRATIVOS Y OPERATIVOS, PARA EL BUEN FUNCIONAMIENTO DE LA DEPENDENCIA PARTIENDO DE LOS INSUMOS QUE GENERAN LOS GRUPOS DE TRABAJO.",PROFESIONAL,,15.0
252291,ADELANTAR LOS PROGRAMAS DE CONTROL DE CALIDAD DE ALIMENTOS Y BEBIDAS COMO APOYO A LAS LABORES DE VIGILANCIA Y CONTROL COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.,PROFESIONAL,,30.0
252293,"REALIZAR ACTIVIDADES DE APOYO TECNICO QUE PERMITAN LA INSPECCION, VIGILANCIA Y CONTROL DE LOS PRODUCTOS COMPETENCIA DEL INVIMA, PARA LA FABRICACION DE LOS MISMOS, ASI COMO RESOLVER LAS SOLICITUDES Y REMITIR LOS DOCUMENTOS RELACIONADOS CON LAS ACTIVIDADES MISIONALES DE LA DEPENDENCIA.",NO ESPECIFICADO,,9.0
252294,APOYAR Y RECOMENDAR LEGALMENTE EN TODOS LOS ASUNTOS DE COMPETENCIA DE LA DEPENDENCIA Y DE LOS PROGRAMAS DEL INSTITUTO.,PROFESIONAL,,30.0
252295,"REALIZAR EL ANALISIS MICROBIOLOGICO BASADO EN TECNOLOGIAS Y ESTANDARES INTERNACIONALES, PARA DETERMINAR LA INOCUIDAD DE LOS PRODUCTOS COMPETENCIA DEL INVIMA COMO APOYO A LAS LABORES DE VIGILANCIA Y CONTROL COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,19.0
252296,"REALIZAR APOYO A LAS ACTIVIDADES RELACIONADAS CON LA EJECUCION DE ACTIVIDADES INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA, APOYO DE PROCESOS ADMINISTRATIVOS Y OPERATIVOS, PARA EL BUEN FUNCIONAMIENTO DE LA DEPENDENCIA PARTIENDO DE LOS INSUMOS QUE GENERAN LOS GRUPOS DE TRABAJO.",PROFESIONAL,,12.0
252312,"REALIZAR LAS ACTIVIDADES DE LA DEPENDENCIA DEL GRUPO DE LABORATORIO DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS, TENDIENTES A ASEGURAR LA EJECUCION DE LOS PROGRAMAS DE VIGILANCIA Y CONTROL INCLUIDOS EN LOS PLANES ESTRATEGICOS DEL INSTITUTO.",PROFESIONAL,,25.0
252313,ESTUDIAR LOS ASPECTOS LEGALES DE LAS SOLICITUDES DE TRAMITES ASOCIADOS CON LOS PRODUCTOS COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS.,PROFESIONAL,,30.0
252314,"ELABORAR LOS ACTOS ADMINISTRATIVOS RELACIONADOS CON CADA TRAMITE (REGISTRO SANITARIO, MODIFICACION, CERTIFICACION, AUTORIZACION) DE LOS PRODUCTOS VIGILADOS POR EL INSTITUTO, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,18.0
252315,"REALIZAR ACCIONES DE INSPECCION, VIGILANCIA Y CONTROL DE LOS PRODUCTOS COMPETENCIA DEL INSTITUTO, ESTABLECIENDO LA CALIDAD E INOCUIDAD, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO, ASI COMO LOS PROCESOS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,15.0
252316,REALIZAR CONTROL DE CALIDAD A LOS ALIMENTOS Y BEBIDAS COMO APOYO A LAS LABORES DE VIGILANCIA Y CONTROL COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.,PROFESIONAL,,7.0
252317,"VERIFICAR EL CUMPLIMIENTO DE LOS REQUISITOS DE CALIDAD E INOCUIDAD DE LOS PRODUCTOS COMPETENCIA DE LA DIRECCION COMO APOYO A LOS PROGRAMAS DE VIGILANCIA Y CONTROL COMPETENCIA DE LA DIRECCION DE ALIMENTOS, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,10.0
252318,"REALIZAR LAS ACTIVIDADES RELACIONADAS CON LA LIQUIDACION DE LAS DEDUCCIONES, ASI COMO LA ELABORACION DE LAS DECLARACIONES TRIBUTARIAS.",PROFESIONAL,,16.0
252319,"REALIZAR ACTIVIDADES DE APOYO ADMINISTRATIVO, CONTABLE, FINANCIERO Y/O PRESUPUESTAL, APLICANDO LOS CONOCIMIENTOS QUE PERMITAN EL MEJORAMIENTO CONTINUO DE LOS PROCESOS ADMINISTRATIVOS Y LA EJECUCION DE LOS PROCEDIMIENTOS DE LA DEPENDENCIA DONDE SE ENCUENTRE UBICADO EL CARGO.",NO ESPECIFICADO,,9.0
252320,"PLANEAR LA INSPECCION, VIGILANCIA Y CONTROL DE LOS ESTABLECIMIENTOS COMPETENCIAS DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS, PARA GARANTIZAR QUE DICHOS PRODUCTOS CUMPLAN CON LOS PARAMETROS DE CALIDAD ESTABLECIDOS, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,10.0
252260,"APOYAR LAS ACTIVIDADES INHERENTES A LA ADMINISTRACION DE LOS RECURSOS FISICOS Y PRESTACION DE SERVICIOS ADMINISTRATIVOS: MANTENIMIENTO Y CONSERVACION DE LAS INSTALACIONES, EQUIPOS Y ELEMENTOS DE OFICINA, ASI COMO LA CUSTODIA DE LOS MISMOS.",NO ESPECIFICADO,,9.0
252261,"EVALUAR Y EMITIR CONCEPTOS TECNICO-REGULATORIOS SOBRE MEDICAMENTOS BIOLOGICOS, RADIOFARMACOS, VACUNAS, BIOTECNOLOGICOS, NUEVAS TECNOLOGIAS Y PRODUCTOS INNOVADORES, APLICANDO LA NORMATIVIDAD SANITARIA VIGENTE Y ESTANDARES TECNICOS NACIONALES E INTERNACIONALES, PARA ASEGURAR DECISIONES ADMINISTRATIVAS SOLIDAS Y LEGALES, APOYAR DECISIONES REGULATORIAS BASADAS EN EVIDENCIA Y CONTRIBUIR A LA PROTECCION DE LA SALUD PUBLICA, CONFORME A LOS PROCEDIMIENTOS INSTITUCIONALES.",PROFESIONAL,,30.0
252262,"PARTICIPAR EN EL DISENO, EJECUCION, EVALUACION Y CONTROL DEL SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO DE CONFORMIDAD CON LAS POLITICAS, PROCEDIMIENTOS Y NORMATIVIDAD LEGAL VIGENTE.",PROFESIONAL,,30.0
252263,"REALIZAR ACCIONES DE INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS Y MATERIAS PRIMAS DE PRODUCTOS COMPETENCIA DEL INSTITUTO OBJETO DE IMPORTACION O EXPORTACION, DE ACUERDO CON LA NORMATIVIDAD, LOS PROCEDIMIENTOS VIGENTES Y LAS DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,15.0
252264,"ATENDER LOS REQUERIMIENTOS Y/O SOLICITUDES DE APOYO TECNOLOGICO A LOS USUARIOS DEL INSTITUTO, ASEGURANDO LA SOLUCION Y OPERACION DEL HARDWARE Y SOFTWARE DE LOS EQUIPOS DE COMPUTO A TRAVES DE LOS ACUERDOS DE SERVICIOS ESTABLECIDOS PARA EL INSTITUTO.",NO ESPECIFICADO,,9.0
252265,"APOYAR EL RECIBO, ORGANIZACION Y SISTEMATIZACION DE LA INFORMACION RELACIONADA CON LAS NOVEDADES, SITUACIONES ADMINISTRATIVAS, SALARIALES Y PRESTACIONALES DE LOS FUNCIONARIOS, DE CONFORMIDAD CON LAS NORMAS LEGALES VIGENTES.",PROFESIONAL,,30.0
252266,"GESTIONAR, ARTICULAR Y BRINDAR APOYO TECNICO ESPECIALIZADO PARA LA FORMULACION, IMPLEMENTACION Y SEGUIMIENTO DEL MODELO DE INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS Y ESTABLECIMIENTOS DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS, APLICANDO CRITERIOS TECNICOS, REGULATORIOS Y DE GESTION DEL RIESGO, PARA GARANTIZAR EL CUMPLIMIENTO NORMATIVO, APOYAR DECISIONES DE INTERVENCION Y PROTEGER LA SALUD PUBLICA.",PROFESIONAL,,30.0
252267,REALIZAR ACTIVIDADES DE APOYO RELACIONADAS CON LA EJECUCION ANALITICA EN EL GRUPO DE LABORATORIO DE ORGANISMOS GENETICAMENTE MODIFICADOS DE ACUERDO CON LOS PROCEDIMIENTOS VIGENTES.,NO ESPECIFICADO,,9.0
252230,"EJECUTAR LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL SOBRE LOS PRODUCTOS QUE SON COMPETENCIA DEL INVIMA, MEDIANTE LA GESTION DE RELACIONADOS CON AUTORIZACIONES, REGISTROS Y/O LICENCIAS DE IMPORTACION Y EXPORTACION, ASI COMO PROCESOS DE INSPECCION Y CERTIFICACION, UTILIZANDO LOS MEDIOS DISPONIBLES POR LA ENTIDAD Y EN CUMPLIMIENTO DE LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,30.0
252232,"IMPLEMENTAR LAS METODOLOGIAS Y LOS PROCEDIMIENTOS QUE PERMITAN EMITIR CONCEPTOS SOBRE EL CUMPLIMIENTO DE ESPECIFICACIONES Y REQUERIMIENTOS QUE GARANTICEN LA CALIDAD DE LOS PRODUCTOS COSMETICOS, DE HIGIENE DOMESTICA, ABSORBENTES DE HIGIENE PERSONAL Y PLAGUICIDAS DE USO DOMESTICO, VERIFICANDO EL CUMPLIMIENTO DE LA NORMATIVIDAD SANITARIA LEGAL VIGENTE.",PROFESIONAL,,30.0
252233,"DESARROLLAR ACTIVIDADES DEL LABORATORIO FISICOQUIMICO DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS, CON EL FIN DE VERIFICAR EL CUMPLIMIENTO DE ESPECIFICACIONES Y REQUERIMIENTOS DE CALIDAD FISICOQUIMICOS DE PRODUCTOS FARMACEUTICOS, BIOLOGICOS DE USO HUMANO Y COSMETICOS, SEGUN LAS NORMAS, ESTANDARES Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,12.0
252234,APOYAR Y RECOMENDAR LEGALMENTE EN TODOS LOS ASUNTOS DE COMPETENCIA DE LA DEPENDENCIA Y DE LOS PROGRAMAS DEL INSTITUTO.,PROFESIONAL,,12.0
252235,"PARTICIPAR EN LA IMPLEMENTACION Y EJECUCION DE METODOLOGIAS, HERRAMIENTAS, CONTROLES Y PROCEDIMIENTOS QUE PERMITAN EMITIR CONCEPTOS ACERCA DEL CUMPLIMIENTO DE LAS METAS QUE ESTAN PREVISTAS POR LA DIRECCION DE COSMETICOS, ASEO, PLAGUICIDAS Y PRODUCTOS DE HIGIENE DOMESTICA, CONDUCENTES A LA TOMA DE DECISIONES PARA CONCRETAR LOS OBJETIVOS PROPUESTOS, SEGUN LAS NORMAS, ESTANDARES Y PROCESOS ADMINISTRATIVOS VIGENTES QUE
REGULEN LA MATERIA.",PROFESIONAL,,15.0
252231,"REALIZAR ACTIVIDADES DE INSPECCION VIGILANCIA Y CONTROL DE PLANTAS DE BENEFICIO DE ANIMALES DE ABASTO PUBLICO, DE DESPOSTES, DE DESPRESE Y ACONDICIONADORES; PARA LA PROTECCION DE LA SALUD DE LA POBLACION DE CONFORMIDAD CON LA LEGISLACION Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
252236,"REALIZAR ACTIVIDADES DE APOYO QUE PERMITAN LA INSPECCION, VIGILANCIA Y CONTROL DE ALIMENTOS Y MATERIAS PRIMAS PARA LA FABRICACION DE ESTOS, SEGUN SEA EL CASO, EN CONCORDANCIA CON LA LEGISLACION Y PROCEDIMIENTOS VIGENTES Y LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",NO ESPECIFICADO,,9.0
252237,CUMPLIR CON LOS PROCESOS Y PROCEDIMIENTOS DE LA OFICINA ASESORA JURIDICA CON MIRAS AL CUMPLIMIENTO DE LAS METAS INSTITUCIONALES.,PROFESIONAL,,30.0
252238,VERIFICAR EL CUMPLIMIENTO DE LA NORMATIVIDAD SANITARIA VIGENTE RELACIONADA CON LA EXPEDICION DE LOS REGISTROS SANITARIOS DE LOS PRODUCTOS COMPETENCIA DE LA DIRECCION DE DISPOSITIVOS MEDICOS Y OTRAS TECNOLOGIAS.,PROFESIONAL,,30.0
252239,"REALIZAR INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA SEGUN SEA EL CASO, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,30.0
252245,"REALIZAR ACTIVIDADES DE APOYO Y ASISTENCIA ADMINISTRATIVA EN EL TRAMITE Y EJECUCION DE LOS PROCESOS LLEVADOS A CABO EN LA DEPENDENCIA, DE ACUERDO CON LAS DISPOSICIONES LEGALES, REGLAMENTARIAS Y PROCEDIMIENTOS VIGENTES.",BACHILLER,,6.0
252247,"EVALUAR Y VERIFICAR EL CUMPLIMIENTO DE LOS REQUISITOS DE CALIDAD, SEGURIDAD Y EFICACIA DE LOS PRODUCTOS COMPETENCIA DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS, CON EL FIN DE GARANTIZAR SU APTITUD PARA EL CONSUMO HUMANO, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
252248,"DESARROLLAR ACTIVIDADES DEL GRUPO LABORATORIO PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS, EN EL DESARROLLO DE LAS ACTIVIDADES TECNICAS Y ADMINISTRATIVAS SEGUN LAS NORMAS, ESTANDARES Y PROCEDIMIENTOS VIGENTES.",BACHILLER,,6.0
252249,"EJECUTAR ACTIVIDADES INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA, PROCESOS ADMINISTRATIVOS Y OPERATIVOS PARA EL BUEN FUNCIONAMIENTO DE LA DEPENDENCIA PARTIENDO DE LOS INSUMOS QUE GENERAN LOS GRUPOS DE TRABAJO.",PROFESIONAL,,30.0
252250,"REALIZAR LAS ACTIVIDADES REQUERIDAS DE ARTICULACION Y COORDINACION CON LAS ENTIDADES TERRITORIALES DE SALUD Y FORMULAR, DESARROLLAR, HACER SEGUIMIENTO Y EVALUACION A LOS PLANES, PROGRAMAS Y PROYECTOS DE INSPECCION, VIGILANCIA Y CONTROL DE RIESGO QUE AFECTAN LA INOCUIDAD DE LOS ALIMENTOS.",PROFESIONAL,,30.0
252251,"RESPONDER POR QUE LOS REACTIVOS E INSUMOS ESTEN DISPONIBLES EN CALIDAD Y CANTIDAD SUFICIENTE PARA LA REALIZACION DE LOS ANALISIS FISICOQUIMICOS DE ALIMENTOS Y BEBIDAS; PRESTAR APOYO TECNICO EN LAS ACTIVIDADES PROPIAS DE LA DEPENDENCIA, CUMPLIENDO CON LOS REQUERIMIENTOS ESTABLECIDOS EN LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",BACHILLER,,6.0
252252,"REALIZAR ACTIVIDADES DE APOYO ADMINISTRATIVO A LA GESTION, APLICANDO LOS CONOCIMIENTOS QUE PERMITAN EL MEJORAMIENTO CONTINUO DE LOS PROCESOS Y LA EJECUCION DE LOS PROCEDIMIENTOS DE LA DEPENDENCIA DONDE SE ENCUENTRE UBICADO EL CARGO.",NO ESPECIFICADO,,9.0
252253,"REALIZAR ACTIVIDADES DE APOYO Y ASISTENCIA ADMINISTRATIVA EN EL TRAMITE Y EJECUCION DE LOS PROCESOS LLEVADOS A CABO EN LA DEPENDENCIA, DE ACUERDO CON LAS DISPOSICIONES LEGALES, REGLAMENTARIAS Y PROCEDIMIENTOS VIGENTES.",BACHILLER,,25.0
252254,"REALIZAR ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL (IVC) DE PRODUCTOS Y MATERIAS PRIMAS, INCLUIDOS ALIMENTOS Y BEBIDAS, QUE SEAN COMPETENCIA DEL INVIMA Y QUE ESTEN SUJETOS A PROCESOS DE IMPORTACION O EXPORTACION, EN PUERTOS, AEROPUERTOS O PASOS FRONTERIZOS, SEGUN CORRESPONDA, EN CUMPLIMIENTO DE LA LEGISLACION SANITARIA VIGENTE, LOS PROCEDIMIENTOS, POLITICAS Y DIRECTRICES ESTABLECIDAS POR EL INSTITUTO",PROFESIONAL,,30.0
252255,"EJECUTAR EL SEGUIMIENTO A LOS PROGRAMAS DE VIGILANCIA POST-COMERCIALIZACION, DE LOS MEDICAMENTOS, CON EL FIN DE GARANTIZAR SU EFICACIA Y SEGURIDAD PARA EL CONSUMO HUMANO, EL USO ADECUADO Y EL CONTROL SANITARIO CONFORME A LA NORMA Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
252256,"VERIFICAR EL CUMPLIMIENTO DE REQUISITOS DE LOS TRAMITES ASOCIADOS A LOS PRODUCTOS QUE SON COMPETENCIA DEL INVIMA, CON EL FIN DE GARANTIZAR SU APTITUD PARA EL CONSUMO HUMANO, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
252246,"REALIZAR INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,30.0
252257,"REALIZAR ACTIVIDADES TECNICAS Y OPERATIVAS QUE PERMITA LA INSPECCION, VIGILANCIA Y CONTROL DE ALIMENTOS Y MATERIAS PRIMAS OBJETO DE IMPORTACION O EXPORTACION EN EL PUERTO, AEROPUERTO O PASO FRONTERIZO SEGUN SEA EL CASO, APLICANDO LA LEGISLACION Y PROCEDIMIENTOS VIGENTES SEGUN DIRECTRICES DE LA ENTIDAD.",NO ESPECIFICADO,,9.0
252258,"REALIZAR ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL (IVC) DE PRODUCTOS Y MATERIAS PRIMAS, INCLUIDOS ALIMENTOS Y BEBIDAS, QUE SEAN COMPETENCIA DEL INVIMA Y QUE ESTEN SUJETOS A PROCESOS DE IMPORTACION O EXPORTACION, EN PUERTOS, AEROPUERTOS O PASOS FRONTERIZOS, SEGUN CORRESPONDA, EN CUMPLIMIENTO DE LA LEGISLACION SANITARIA VIGENTE, LOS PROCEDIMIENTOS, POLITICAS Y DIRECTRICES ESTABLECIDAS POR EL INSTITUTO",PROFESIONAL,,30.0
252270,"PROPONER EL DESARROLLO DE POLITICAS, PLANES, PROGRAMAS, PROYECTOS Y PROCEDIMIENTOS RELACIONADOS CON LA GESTION E IMPLEMENTACION DE LOS PROCESOS DE INSPECCION, VIGILANCIA Y CONTROL DE RIESGOS QUE AFECTAN LA INOCUIDAD DE LOS ALIMENTOS, ESPECIALMENTE DE LAS CADENAS DE FRUTAS Y DE OTROS VEGETALES COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,16.0
252271,"VERIFICAR EL CUMPLIMIENTO DE LOS REQUISITOS LEGALES Y PROCEDIMENTALES DE LOS PRODUCTOS COMPETENCIA DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS, CON LA FINALIDAD DE GARANTIZAR LA LEGALIDAD DE LAS ACTUACIONES ADMINISTRATIVAS, APOYAR LAS DECISIONES REGULATORIAS Y CONTRIBUIR A LA PROTECCION DE LA SALUD PUBLICA, CONFORME AL MARCO JURIDICO Y PROCEDIMIENTOS INSTITUCIONALES VIGENTES.",PROFESIONAL,,30.0
252272,"ELABORAR LOS ACTOS ADMINISTRATIVOS DENTRO DE CADA UNA DE LAS ETAPAS DE LOS PROCESOS SANCIONATORIOS, DERIVADOS DE LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL EFECTUADOS POR EL INSTITUTO DENTRO DE LAS COMPETENCIAS MISIONALES ESTABLECIDAS PARA TAL FIN, CONFORME A LAS NORMAS VIGENTES.",PROFESIONAL,,30.0
252273,"REALIZAR LABORES DE ASISTENCIA TECNICA QUE FACILITEN EL DESARROLLO DE LAS FUNCIONES Y RESPONSABILIDADES DE LA DEPENDENCIA, DE CONFORMIDAD CON LOS PROCEDIMIENTOS VIGENTES.",NO ESPECIFICADO,,9.0
252274,"REALIZAR EL ANALISIS Y GESTION DE LA INFORMACION RECIBIDA POR LAS DISTINTAS DEPENDENCIAS DEL INSTITUTO, CIUDADANOS Y ENTIDADES DEL ESTADO, RELACIONADA CON POSIBLES ACTOS O PRACTICAS ILEGALES ASOCIADAS A PRODUCTOS DE COMPETENCIA DEL INVIMA PARA COORDINAR ACCIONES DE INSPECCION, VIGILANCIA Y CONTROL Y EMISION DE CONCEPTOS TECNICOS, ORIENTADAS A MINIMIZAR Y COMBATIR RIESGOS DERIVADOS DE LA ILEGALIDAD, EL COMERCIO ELECTRONICO NO AUTORIZADO Y LA PRODUCCION CLANDESTINA DE PRODUCTOS REGULADOS POR EL INSTITUTO.",PROFESIONAL,,30.0
252275,"DESARROLLAR LAS ACTIVIDADES REQUERIDAS PARA LA EVALUACION DEL DESEMPENO Y MEDICION DE RENDIMIENTO LABORAL, DE ACUERDO CON LA NORMATIVIDAD Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,16.0
252276,"REALIZAR LAS ACTIVIDADES REQUERIDAS DE ARTICULACION Y COORDINACION CON LAS ENTIDADES TERRITORIALES DE SALUD Y PROPONER EL DESARROLLO DE POLITICAS, PLANES, PROGRAMAS, PROYECTOS Y PROCEDIMIENTOS RELACIONADOS CON LA GESTION E IMPLEMENTACION DE LOS PROCESOS DE INSPECCION, VIGILANCIA Y CONTROL DE RIESGOS QUE AFECTAN LA INOCUIDAD DE LOS ALIMENTOS.",PROFESIONAL,,16.0
252259,"CONDUCIR Y CUSTODIAR EL VEHICULO ASIGNADO AL SERVICIO DEL INSTITUTO, RESPETANDO LAS DISPOSICIONES DE TRANSITO Y NORMAS DE SEGURIDAD.",BACHILLER,,
252268,"DESARROLLAR PLANES Y PROGRAMAS DE EVALUACION DEL RIESGO EN LA INSPECCION VIGILANCIA Y CONTROL DE ALIMENTOS, PARA LA PROTECCION DE LA SALUD DE LA POBLACION, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,16.0
252269,"GARANTIZAR EL CUMPLIMIENTO DE LOS ESTANDARES TECNICOS REQUERIDOS Y EL DESARROLLO DE NUEVAS METODOLOGIAS RELACIONADOS CON LOS ANALISIS FISICOQUIMICOS PARA LA DETERMINACION DE SUSTANCIAS QUIMICAS Y CONTAMINANTES PRESENTES EN LOS ALIMENTOS, MATERIAS PRIMAS Y BEBIDAS, CON EL FIN DE VERIFICAR LOS REQUISITOS DE CALIDAD E INOCUIDAD.",PROFESIONAL,,25.0
252305,"ARTICULAR Y HACER SEGUIMIENTO A LA GESTION ADMINISTRATIVA, PRESUPUESTAL, CONTRACTUAL, TECNOLOGICA Y DE TALENTO HUMANO DE LA DIRECCION, GARANTIZANDO LA EJECUCION DEL PLAN OPERATIVO ANUAL, LA GESTION DEL RIESGO, EL FORTALECIMIENTO REGULATORIO BAJO EL ENFOQUE DE GBT (GLOBAL BENCHMARKING TOOL / HERRAMIENTA GLOBAL DE EVALUACION DE LA CAPACIDAD REGULADORA) Y WLA (WHO LISTED AUTHORITY / LISTADO DE AUTORIDADES DE REFERENCIA DE LA OMS), EN CUMPLIMIENTO DE LA NORMATIVIDAD VIGENTE Y LOS OBJETIVOS INSTITUCIONALES.",PROFESIONAL,,30.0
252302,"REALIZAR LAS ACTIVIDADES NECESARIAS EN OPERACION, MONITOREO, ADMINISTRACION DE LOS RECURSOS DEL CENTRO DE DATOS, PROMOVIENDO LA DISPONIBILIDAD SOBRE LOS SERVICIOS TECNOLOGICOS, RESPALDADOS EN LOS SISTEMAS OPERATIVOS DE LOS SERVIDORES, EQUIPOS DE COMUNICACIONES Y SEGURIDAD, DIRECTORIO ACTIVO, CORREO ELECTRONICO, HERRAMIENTAS DE COLABORACION, CONSOLA DE ANTIVIRUS, Y EJECUCION DE COPIAS DE SEGURIDAD.",PROFESIONAL,,30.0
252303,ESTUDIAR LOS ASPECTOS LEGALES DE LAS SOLICITUDES DE TRAMITE ASOCIADOS CON LOS PRODUCTOS COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS.,PROFESIONAL,,10.0
252304,"ELABORAR, EJECUTAR Y HACER SEGUIMIENTO DE PROCESOS ADMINISTRATIVOS, OPERATIVOS, FINANCIEROS Y/O PRESUPUESTALES PARA EL BUEN FUNCIONAMIENTO DE LA DEPENDENCIA",PROFESIONAL,,30.0
252306,"RESPONDER POR QUE LOS EQUIPOS, REACTIVOS E INSUMOS DEL LABORATORIO DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS, ESTEN DISPONIBLES EN CALIDAD Y CANTIDAD SUFICIENTE PARA LA REALIZACION DE LOS ANALISIS, ASI COMO LA REALIZACION DE ACTIVIDADES DE APOYO, CUMPLIENDO CON LOS REQUERIMIENTOS ESTABLECIDOS EN LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",NO ESPECIFICADO,,9.0
252277,"PREPARAR LA EJECUCION PRESUPUESTAL DE INGRESOS Y GASTOS Y EFECTUAR REGISTROS PRESUPUESTALES, DE ACUERDO CON LAS NORMAS VIGENTES Y EL MANUAL DE PROCESOS Y PROCEDIMIENTOS ADOPTADO POR LA ENTIDAD.",PROFESIONAL,,30.0
252278,"GARANTIZAR LA EVALUACION, VIGILANCIA Y CONTROL DE LA INVESTIGACION CLINICA CON MEDICAMENTOS Y TERAPIAS AVANZADAS EN SERES HUMANOS, APLICANDO CRITERIOS TECNICOS, CIENTIFICOS, REGULATORIOS Y DE GESTION DEL RIESGO, PARA PROTEGER A LOS PARTICIPANTES, ASEGURAR EL CUMPLIMIENTO DE LAS BUENAS PRACTICAS CLINICAS Y FORTALECER EL SISTEMA NACIONAL DE INVESTIGACION CLINICA CONFORME A LA NORMATIVIDAD VIGENTE Y ESTANDARES INTERNACIONALES.",PROFESIONAL,,30.0
